,COD_RH,                 AUTOR,                TITULO,                AÑO,                LUGAR,                REVISTA,                EDITORIAL,                ISSN,Unnamed: 8,Cuartil,Publindex
714,0000251909,Cesar Augusto GARCÍA UBAQUE,Ceramic bricks made from municipal solid waste incinera tion - derived clay and ashes: a quality study,2013,Colombia,Ingenieria e Investigacion,Instituto de Estudios Políticos y Relaciones Internacionales de la Universidad Nacional de Colombia,01205609,,Q3,No Clasificado
715,0000251909,Cesar Augusto GARCÍA UBAQUE,Instrumentos de gestion de suelo para vivienda de interes social en colombia: Análisis de caso,2014,Colombia,DYNA,Instituto de Estudios Políticos y Relaciones Internacionales de la Universidad Nacional de Colombia,00127353,,Q4,No Clasificado
716,0000251909,Cesar Augusto GARCÍA UBAQUE,Factibilidad técnica y de salud pública de la recolección de aguas nieblas: Estudio de caso,2013,Colombia,Revista de Salud Publica,Instituto de Estudios Políticos y Relaciones Internacionales de la Universidad Nacional de Colombia,01240064,,Q4,No Clasificado
717,0000251909,Cesar Augusto GARCÍA UBAQUE,Consulta médica en población en edad productiva y contaminación atmosférica en Bogotá: 2008 y 2010,2013,Colombia,Revista de Salud Publica,Instituto de Estudios Políticos y Relaciones Internacionales de la Universidad Nacional de Colombia,01240064,,Q4,No Clasificado
718,0000251909,Cesar Augusto GARCÍA UBAQUE,Reforma colombiana en salud: propuesta de ajuste en el esquema de aseguramiento y financiación.,2012,Colombia,Revista de Salud Publica,Instituto de Estudios Políticos y Relaciones Internacionales de la Universidad Nacional de Colombia,01240064,,Q4,No Clasificado
719,0000251909,Cesar Augusto GARCÍA UBAQUE,Emisión de Dioxinas y Furanos (PCDD/PCDF) en Colombia: Evaluación y Diagnóstico.,2012,Colombia,Tecnura,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,0123921X,,No Clasificado,No Clasificado
720,0000251909,Cesar Augusto GARCÍA UBAQUE,Identificación y Evaluación de la Contaminación del Agua por Curtiembres en el Municipio de Villapinzón.,2012,Colombia,Tecnura,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,0123921X,,No Clasificado,No Clasificado
721,0000251909,Cesar Augusto GARCÍA UBAQUE,Incineración de Residuos Sólidos Municipales en Hornos Ladrilleros Tipo Hofman: Simulación y Análisis del Flujo de Gases.,2012,Colombia,Tecnura,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,0123921X,,No Clasificado,No Clasificado
722,0000251909,Cesar Augusto GARCÍA UBAQUE,"Stack Emissions Tests in a Brick Manufacturing Hoffmann Kiln, Co-Firing Municipal Solid Wastes.",2010,Inglaterra,Waste Management and Research,Sage Publications International,0734242X,,Q1,No Clasificado
723,0000251909,Cesar Augusto GARCÍA UBAQUE,Oxidación de un carbon activado comercial y caracterización del contenido de grupos ácidos superficiales,2008,Colombia,Revista Colombiana de Quimica,Instituto de Estudios Políticos y Relaciones Internacionales de la Universidad Nacional de Colombia,01202804,,Q4,No Clasificado
724,0000251909,Cesar Augusto GARCÍA UBAQUE,Evaluación de la resistencia a la compresión en morteros de pega de acuerdo con la dosificación establecida por el código Sismo Resistente Colombiano. Estudio de caso.,2016,Colombia,Tecnura,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,0123921X,,No Clasificado,No Clasificado
725,0000251909,Cesar Augusto GARCÍA UBAQUE,Encapsulamiento de lodos de plantas de tratamiento de aguas residuales de la industria automotriz en matrices de arcilla,2013,Colombia,Tecnura,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,0123921X,,No Clasificado,No Clasificado
726,0000251909,Cesar Augusto GARCÍA UBAQUE,Valoración económica en salud y medio ambiente del control de contaminantes orgánicos persistentes en Colombia,2015,Colombia,Revista de Salud Publica,Instituto de Estudios Políticos y Relaciones Internacionales de la Universidad Nacional de Colombia,01240064,,Q4,No Clasificado
727,0000251909,Cesar Augusto GARCÍA UBAQUE,Guía metodológica para determinar el efecto del disconfort térmico sobre operaciones industriales estandarizadas.,2016,Colombia,Tecnura,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,0123921X,,No Clasificado,No Clasificado
728,0000251909,Cesar Augusto GARCÍA UBAQUE,Identificación de capacidades en salud ambiental de las autoridades ambientales en Colombia,2016,Colombia,Revista de Salud Publica,Instituto de Estudios Políticos y Relaciones Internacionales de la Universidad Nacional de Colombia,01240064,,Q4,No Clasificado
729,0000251909,Cesar Augusto GARCÍA UBAQUE,Soil management instruments for social housing: Case analysis,2014,Colombia,DYNA,Instituto de Estudios Políticos y Relaciones Internacionales de la Universidad Nacional de Colombia,00127353,,Q4,No Clasificado
730,0000251909,Cesar Augusto GARCÍA UBAQUE,Determinación ambiental de la salud: un reto para Colombia,2013,Colombia,Revista Facultad Nacional De Salud Publica,Editorial Universidad de Antioquia,0120386X,,Q4,No Clasificado
731,0000251909,Cesar Augusto GARCÍA UBAQUE,"Residuos hospitalarios: indicadores de tasas de generación en Bogotá, D.C. 2012-2015",2016,Colombia,Revista De La Facultad De Medicina,Instituto de Estudios Políticos y Relaciones Internacionales de la Universidad Nacional de Colombia,01200011,,Q4,No Clasificado
732,0000251909,Cesar Augusto GARCÍA UBAQUE,Demostración y análisis del golpe de ariete por el método de los promedios aritméticos,2015,Colombia,Tecnura,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,0123921X,,No Clasificado,No Clasificado
733,0000251909,Cesar Augusto GARCÍA UBAQUE,Determinación de propiedades Físicoquímicas y termodinámicas de dioxinas y furanos por el método de contribución de grupos,2013,Colombia,Tecnura,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,0123921X,,No Clasificado,No Clasificado
734,0000251909,Cesar Augusto GARCÍA UBAQUE,Análisis de los costos de inversión en plantas de tratamiento de aguas residuales municipales en Cundinamarca,2015,Colombia,DYNA,Instituto de Estudios Políticos y Relaciones Internacionales de la Universidad Nacional de Colombia,00127353,,Q4,No Clasificado
735,0000251909,Cesar Augusto GARCÍA UBAQUE,Caracterización de la formación y desempeño del talento humano que labora en Salud Ambiental en Colombia,2015,Colombia,Revista de Salud Publica,Instituto de Estudios Políticos y Relaciones Internacionales de la Universidad Nacional de Colombia,01240064,,Q4,No Clasificado
736,0000251909,Cesar Augusto GARCÍA UBAQUE,Selección de tecnologías para el tratamiento de aguas residuales municipales,2015,Colombia,Tecnura,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,0123921X,,No Clasificado,No Clasificado
737,0000251909,Cesar Augusto GARCÍA UBAQUE,Software engineering as a vehicle for water resources environmental planning,2014,Colombia,Tecnura,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,0123921X,,No Clasificado,No Clasificado
738,0000251909,Cesar Augusto GARCÍA UBAQUE,Resistencia mecánica de ladrillos preparados con mezclas de arcilla y lodos provenientes del tratamiento de aguas residuales,2013,Colombia,Tecnura,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,0123921X,,No Clasificado,No Clasificado
739,0000251909,Cesar Augusto GARCÍA UBAQUE,Características típicas de la vivienda en sectores de población vulnerable en Bogotá,2013,Colombia,Tecnura,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,0123921X,,No Clasificado,No Clasificado
740,0000251909,Cesar Augusto GARCÍA UBAQUE,Cuantificación de existencias de compuestos bifenilos policlorados (PCB) en Colombia,2014,Colombia,Tecnura,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,0123921X,,No Clasificado,No Clasificado
741,0000251909,Cesar Augusto GARCÍA UBAQUE,"Theoretic similitude of the aerobic biological growth kinetics for the stabilization of organic matter in wastewaters treatment""""",2015,Colombia,Tecnura,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,0123921X,,No Clasificado,No Clasificado
742,0000251909,Cesar Augusto GARCÍA UBAQUE,Enfermedades transmitidas por el agua y saneamiento básico en Colombia,2016,Colombia,Revista de Salud Publica,Instituto de Estudios Políticos y Relaciones Internacionales de la Universidad Nacional de Colombia,01240064,,Q4,No Clasificado
743,0000251909,Cesar Augusto GARCÍA UBAQUE,Modelo de producción social de hábitat frente al modelo de mercado en la construcción de vivienda de interés social,2013,Colombia,Tecnura,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,0123921X,,No Clasificado,No Clasificado
744,0000251909,Cesar Augusto GARCÍA UBAQUE,"Evaluación de condiciones ambientales: aire, agua y suelos en áreas de actividad minera en Boyacá, Colombia",2016,Colombia,Revista de Salud Publica,Instituto de Estudios Políticos y Relaciones Internacionales de la Universidad Nacional de Colombia,01240064,,Q4,No Clasificado
745,0000251909,Cesar Augusto GARCÍA UBAQUE,Análisis multidimensional de las capacidades en salud ambiental del Ministerio de Ambiente y Desarrollo Sostenible en Colombia,2016,Colombia,Revista de Salud Publica,Instituto de Estudios Políticos y Relaciones Internacionales de la Universidad Nacional de Colombia,01240064,,Q4,No Clasificado
746,0000251909,Cesar Augusto GARCÍA UBAQUE,Compuestos orgánicos persistentes en Colombia: cuantificación y diagnóstico para pesticidas organoclorados,2015,Colombia,Tecnura,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,0123921X,,No Clasificado,No Clasificado
747,0000251909,Cesar Augusto GARCÍA UBAQUE,Gestión ambiental en hospitales públicos: aspectos del manejo ambiental en Colombia,2016,Colombia,Revista De La Facultad De Medicina,Instituto de Estudios Políticos y Relaciones Internacionales de la Universidad Nacional de Colombia,01200011,,Q4,No Clasificado
748,0000251909,Cesar Augusto GARCÍA UBAQUE,EXPLORATORY STUDY ON WETLANDS AREA DECREASE IN BOGOTÁ DUE TO CONSTRUCTION ACTIVITY: 1950-2016,2020,Colombia,Revista Facultad De Ingeniería,Universidad Pedagógica y Tecnológica de Colombia,01211129,,No Clasificado,No Clasificado
749,0000251909,Cesar Augusto GARCÍA UBAQUE,PREDICCIÓN DEL DETERIORO DE LOS COMPONENTES METÁLICOS DE UNA ESTACIÓN REDUCTORA DE PRESIÓN IMPLEMENTANDO EL MÉTODO DE LA CADENA DE MÁRKOV,2020,Colombia,Revista Eia,ESCUELA DE INGENIERA DE ANTIOQUIA,17941237,,No Clasificado,No Clasificado
750,0000251909,Cesar Augusto GARCÍA UBAQUE,Aproximación a la estimación de la amenaza geotécnica originada por excavaciones profundas en arcillas de Bogotá: Una contribución a la sustentabilidad en entornos urbanos.,2020,Colombia,Revista Facultad De Ingeniería,Universidad Pedagógica y Tecnológica de Colombia,01211129,,No Clasificado,No Clasificado
751,0000251909,Cesar Augusto GARCÍA UBAQUE,PROBLEMATIC OF THE DECISION-MAKING PROCESS IN THE FORMULATION OF PUBLIC AGRICULTURAL POLICIES IN COLOMBIA: REVIEW ARTICLE,2020,Estados Unidos,International Journal of Mechanical and Production Engineering Research and Development,Transstellar Journal Publications and Research Consultancy Private Limited TJPRC,22496890,,No Clasificado,No Clasificado
752,0000251909,Cesar Augusto GARCÍA UBAQUE,VERTIMIENTOS EN LA INDUSTRIA DE LA CONSTRUCCIÓN EN COLOMBIA,2019,Colombia,Vínculos,Fondo De Publicaciones De La Universidad Distrital,1794211X,,No Clasificado,No Clasificado
753,0000251909,Cesar Augusto GARCÍA UBAQUE,Limitaciones del IRCA como estimador de calidad del agua para consumo humano,2018,Colombia,Revista de Salud Publica,,25393596,,No Clasificado,No Clasificado
754,0000251909,Cesar Augusto GARCÍA UBAQUE,LA IMPLICANCIA ECONÓMICA MEDIANTE NEWTON RAPSHON PARA EL DESARROLLO DE UNA APLICACIÓN ANDROID PARA EL DISEÑO DEL DIÁMETRO DE TUBERÍAS A PRESIÓN,2020,Colombia,Revista Aglala,,22157360,,No Clasificado,No Clasificado
755,0000251909,Cesar Augusto GARCÍA UBAQUE,"Estado de corrosión en tuberías y accesorios metálicos expuestos al aire, basado en conjuntos difusos.",2020,Colombia,Revista Ingenierías Universidad de Medellín,UNIVERSIDAD DE MEDELLIN,16923324,,No Clasificado,No Clasificado
756,0000251909,Cesar Augusto GARCÍA UBAQUE,"ENVIRONMENTAL QUALITY: APPLICATION OF DIFFUSE LOGIC TECHNIQUE FOR ASSESSMENT IN THE NEGRO RIVER BASIN (CUNDINAMARCA, COLOMBIA)",2018,Pakistán,ARPN Journal of Engineering and Applied Sciences,Asian Research Publishing Network ARPN,18196608,,Q4,No Clasificado
757,0000251909,Cesar Augusto GARCÍA UBAQUE,BIBLIOMETRIC ANALYSIS OF SCIENTIFIC PUBLICATIONS RELATED TO PUBLIC AGRICULTURAL POLICIES IN COLOMBIA FROM 2004 TO 2020,2020,Estados Unidos,International Journal of Mechanical and Production Engineering Research and Development,Transstellar Journal Publications and Research Consultancy Private Limited TJPRC,22496890,,No Clasificado,No Clasificado
758,0000251909,Cesar Augusto GARCÍA UBAQUE,DEFINICIÓN DE ESTRATEGIAS QUE CONTRIBUYAN A LA REALIZACIÓN DE UN RECORRIDO TURÍSTICO SEGURO,2020,Venezuela,Espacios,Sociacion de Profesionales y Tecnicos del CONICIT,07981015,,No Clasificado,No Clasificado
759,0000251909,Cesar Augusto GARCÍA UBAQUE,Textural Characterization of Colombian Clays used in the Manufacture of bricks and its modification when mixing itself with originating ashes of Urban Wastes,2005,Corea del Sur,Carbon Science,,12299103,,No Clasificado,No Clasificado
760,0000251909,Cesar Augusto GARCÍA UBAQUE,Estudio exploratorio del tratamiento de agua de lavado de tintas por método de electrocoagulación/electroflotación.,2016,Colombia,Tecnura,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,0123921X,,No Clasificado,No Clasificado
761,0000251909,Cesar Augusto GARCÍA UBAQUE,Agua segura para comunidades rurales a partir de un sistema alternativo de filtración,2017,,Revista de Salud Publica,Instituto de Estudios Políticos y Relaciones Internacionales de la Universidad Nacional de Colombia,01240064,,Q4,No Clasificado
762,0000251909,Cesar Augusto GARCÍA UBAQUE,"Calidad de vida y ambiente en comunidades próximas a la actividad de minería industrial en Boyacá, Colombia",2017,Colombia,Revista de Salud Publica,Instituto de Estudios Políticos y Relaciones Internacionales de la Universidad Nacional de Colombia,01240064,,Q4,No Clasificado
763,0000251909,Cesar Augusto GARCÍA UBAQUE,Guía metodológica para determinar el efecto del disconfort térmico sobre operaciones industriales estandarizadas,2017,Colombia,Tecnura,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,0123921X,,No Clasificado,No Clasificado
764,0000251909,Cesar Augusto GARCÍA UBAQUE,"Application of Artificial Neuronal Network (Levenberg Marquard algorithm) in the Sumapaz River (Cundinamarca, Colombia) in the Environmental Quality valuation",2017,India,International Journal of ChemTech Research,Sphinx Knowledge House,09744290,,No Clasificado,No Clasificado
765,0000251909,Cesar Augusto GARCÍA UBAQUE,Metodología para el monitoreo estructural y patológico de viviendas afectadas por deslizamientos,2017,,Tecnura,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,0123921X,,No Clasificado,No Clasificado
766,0000251909,Cesar Augusto GARCÍA UBAQUE,Medical consultation in productive age population related with air pollution levels in Bogota city.,2011,Estados Unidos,Procedia Environmental Sciences,Elsevier Science,10780296,,No Clasificado,No Clasificado
767,0000251909,Cesar Augusto GARCÍA UBAQUE,Políticas en salud ambiental con énfasis en contaminación atmosférica e infancia en ciudades colombianas.,2012,Colombia,Revista de Salud Publica,Instituto de Estudios Políticos y Relaciones Internacionales de la Universidad Nacional de Colombia,01240064,,Q4,No Clasificado
768,0000472069,Ernesto GOMEZ VARGAS,Uncertainty Model For Quantitative Precipitation Estimation Using Weather Radars ,2016,España,International Journal of Interactive Multimedia and Artificial Intelligence,,19891660,,Q2,No Clasificado
769,0000472069,Ernesto GOMEZ VARGAS,Simulación y análisis del comportamiento del Ber y Throughput en capa física de WIMAX IEEE 802.16-2004 en ambientes con presencia de AWGN y rayleigh fading,2014,Colombia,Tecnura,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,0123921X,,No Clasificado,No Clasificado
770,0000472069,Ernesto GOMEZ VARGAS,CALIBRACIÓN DE IMÁGENES DE RADARES METEOROLÓGICOS,2014,Colombia,Tecnura,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,0123921X,,No Clasificado,No Clasificado
771,0000472069,Ernesto GOMEZ VARGAS,Subchasis de integración modular para el despliegue de antenas en un Cubesat,2013,Colombia,Tecnura,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,0123921X,,No Clasificado,No Clasificado
772,0000472069,Ernesto GOMEZ VARGAS,MANEJO DEL RIESGO Y SEGURIDAD EN EL CONSUMO DE SERVICIOS DE TI EN CLOUD COMPUTING,2011,Colombia,Redes De Ingenieria,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,2248762X,,No Clasificado,No Clasificado
773,0000472069,Ernesto GOMEZ VARGAS,PREDICCION DE CAUDALES DE RIOS APLICANDO EL MODELO NEURODIFUSO ANFIS Y REDES NEURONALES.,2011,Estados Unidos,"Revista Iberoamericana En Sistemas, Cibernética E Informática",International Institute Of Informatics And Systemics,16908627,,No Clasificado,No Clasificado
774,0000472069,Ernesto GOMEZ VARGAS,UTILIZACIÓN DE TECNOLOGÍAS DE LA INFORMACIÓN EN EL DIAGNOSTICO A DISTANCIA,2012,Colombia,Tecnura,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,0123921X,,No Clasificado,No Clasificado
775,0000472069,Ernesto GOMEZ VARGAS,METODOS DE SEGMETACION DE NUBES EN IMÁGENES SATELITALES,2013,Canadá,Tecnura,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,22487638,,No Clasificado,No Clasificado
776,0000472069,Ernesto GOMEZ VARGAS,"REFLECTIVITY IN C-BAND METEOROLOGICAL RADARSANALYZED WITH DATA MINING AND NEURAL NETWORKS, CASE STUDY: RADAR EL TABLAZO (SUBACHOQUE, CUNDINAMARCA, COLOMBIA)",2020,Colombia,ARPN Journal of Engineering and Applied Sciences,Asian Research Publishing Network ARPN,18196608,,Q4,No Clasificado
777,0000472069,Ernesto GOMEZ VARGAS,Hydrometeor Classification Algorithm for Medium Latitudes with a C-band Polarimetric Radar,2020,Colombia,International Journal of Advanced Science and Technology,Science and Engineering Research Support Society,20054238,,No Clasificado,No Clasificado
778,0000472069,Ernesto GOMEZ VARGAS,Ground Clutter Detection and Correction Model for C-band Weather Radars,2020,Colombia,International Journal of Advanced Science and Technology,Science and Engineering Research Support Society,20054238,,No Clasificado,No Clasificado
779,0000472069,Ernesto GOMEZ VARGAS,Breathing and temperature detection using thermal images in infants,2018,Colombia,Visión Electrónica Algo Más Que Un Estado Sólido,Fondo De Publicaciones De La Universidad Distrital,19099746,,No Clasificado,No Clasificado
780,0000472069,Ernesto GOMEZ VARGAS,Ground Clutter Detection and Correction Model for C-band Weather Radars,2020,,International Journal of Advanced Science and Technology,Science and Engineering Research Support Society,20054238,,No Clasificado,No Clasificado
781,0000472069,Ernesto GOMEZ VARGAS,Sectorial analysis of liquefied petroleum gas,2019,,Visión Electrónica Algo Más Que Un Estado Sólido,Fondo De Publicaciones De La Universidad Distrital,19099746,,No Clasificado,No Clasificado
782,0000472069,Ernesto GOMEZ VARGAS,Hydrometeor Classification Algorithm for Medium Latitudes with a C-band Polarimetric Radar,2020,,International Journal of Advanced Science and Technology,Science and Engineering Research Support Society,20054238,,No Clasificado,No Clasificado
783,0000472069,Ernesto GOMEZ VARGAS,Ground Clutter Detection and Correction Model for C-band Weather Radars,2020,,International Journal of Advanced Science and Technology,Science and Engineering Research Support Society,20054238,,No Clasificado,No Clasificado
784,0000472069,Ernesto GOMEZ VARGAS,"Supervised classifiers of prostate cancer. A geometric study on magnetic resonance images T2 weighted (T2W), by diffusion (DWI-ADC).",2019,,Visión Electrónica Algo Más Que Un Estado Sólido,Fondo De Publicaciones De La Universidad Distrital,19099746,,No Clasificado,No Clasificado
785,0000472069,Ernesto GOMEZ VARGAS,Seguimiento de orbitas de satélites LEO basados en técnicas de inteligencia artificial,2010,Colombia,Tecnura,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,0123921X,,No Clasificado,No Clasificado
786,0000472069,Ernesto GOMEZ VARGAS,LOS SISTEMAS BIOINSPIRADOS Y SU ENFOQUE EN LA SOLUCIÓN DE NECESIDADES EN LA INGENIERÍA,2011,Colombia,Redes De Ingenieria,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,2248762X,,No Clasificado,No Clasificado
787,0000472069,Ernesto GOMEZ VARGAS,GSM o CDMA? El camino a la Tercera Generación,2006,Colombia,Revista Sirio,,21453527,,No Clasificado,No Clasificado
788,0000472069,Ernesto GOMEZ VARGAS,GPS data analysis and acquisition software over IP platform,2011,Estados Unidos,IEEE Personal Communications,Institute of Electrical and Electronics Engineers,10709916,,No Clasificado,No Clasificado
789,0000472069,Ernesto GOMEZ VARGAS,Plataforma de telecomunicaciones para la monitorización de la Unidad de cuidados Intensivos (UCI) Hospital Santa Clara E.S.E,2009,Colombia,Umbral Científico,Departamento De Publicaciones Umb,16923375,,No Clasificado,No Clasificado
790,0000472069,Ernesto GOMEZ VARGAS,Quantitative Precipitation Estimation Model WithSpatial Variability Based On Polarimetric Radar,2016,Colombia,IEEE Latin America Transactions,Institute of Electrical and Electronics Engineers,15480992,,Q3,No Clasificado
791,0000472069,Ernesto GOMEZ VARGAS,DISEÑO DE UNA APLICACIÓN ADAPTATIVA PARA MONITOREO REMOTO A TRAVÉS DE TECNOLOGÍAS MÓVILES,2010,Colombia,Redes De Ingenieria,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,2248762X,,No Clasificado,No Clasificado
792,0000472069,Ernesto GOMEZ VARGAS,Misiones Unicas en Satelites Pequeños,2008,Colombia,Memorias Primer Congreso Internacional De Ciencia Y Tecnologia Aeroespacial,Oficina De Publicaciones Universidad Distrital,20117760,,No Clasificado,No Clasificado
793,0000472069,Ernesto GOMEZ VARGAS,Evaluación del desempeño de la radiación emitida por el sol como sistema de suministro de energía a un pico-satélite ¿CUBESAT¿,2012,Colombia,Tecnura,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,0123921X,,No Clasificado,No Clasificado
794,0000472069,Ernesto GOMEZ VARGAS,"Aplicación del modelo neuro-difuso ANFIS vs redes neuronales, al problema predictivo de caudales medios mensuales del río Bogotá en Villapinzón",2010,Colombia,Tecnura,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,0123921X,,No Clasificado,No Clasificado
795,0000472069,Ernesto GOMEZ VARGAS,Perspectiva de Desarrollo de Satelites Pequeños,2007,Colombia,Memorias Primer Congreso Internacional De Ciencia Y Tecnologia Aeroespacial,Oficina De Publicaciones Universidad Distrital,20117760,,No Clasificado,No Clasificado
796,0000472069,Ernesto GOMEZ VARGAS,Detección de respiración y temperatura con imágenes termicas en bebés,2018,Colombia,Visión Electrónica Algo Más Que Un Estado Sólido,Fondo De Publicaciones De La Universidad Distrital,19099746,,No Clasificado,No Clasificado
797,0000472069,Ernesto GOMEZ VARGAS,System Dynamics Modelling of Photovoltaic Power Generation Investment Decisions,2018,Colombia,Communications in Computer and Information Science,SpringerVerlag London Ltd,18650929,,Q4,No Clasificado
798,0000472069,Ernesto GOMEZ VARGAS,Aspectos a considerar en la interpretación de datos del radar para estimación cuantitativa de precipitación,2012,Colombia,Memorias Primer Congreso Internacional De Ciencia Y Tecnologia Aeroespacial,Oficina De Publicaciones Universidad Distrital,20117760,,No Clasificado,No Clasificado
799,0000472069,Ernesto GOMEZ VARGAS,Non-Invasive Model for Detection of Extrinsic Risk Factor of Sudden Infant Death Syndrome,2018,India,INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH,,09764259,,No Clasificado,No Clasificado
800,0000472069,Ernesto GOMEZ VARGAS,Análisis de datos de Radares Meteorológicos en el territorio Colombiano para el diagnóstico y detección de errores,2018,Colombia,Bistua Revista De La Facultad De Ciencias Basicas,Centro Publicaciones Universidad De Pamplona,01204211,,No Clasificado,No Clasificado
801,0000472069,Ernesto GOMEZ VARGAS,Analysis of the Reflectivity in Meteorological Radars using Data Mining and Neural Networks,2018,India,Indian Journal of Science and Technology,Indian Society for Education and Environment,09746846,,No Clasificado,No Clasificado
802,0000472069,Ernesto GOMEZ VARGAS,Detection and Correction of Anomalous Propagation in a Meteorological Radar Located in the Colombian Geography Using a Window Filter,2018,India,International Journal of Applied Engineering Research,Research India Publications,09734562,,No Clasificado,No Clasificado
803,0000472069,Ernesto GOMEZ VARGAS,"Elimination of Anomalous Propagation in a C-band Meteorological Radar by Correction of the Polarimetric Variables: Reflectivity, Reflectivity Differential and Correlation Coefficient",2018,India,International Journal of Applied Engineering Research,Research India Publications,09734562,,No Clasificado,No Clasificado
804,0000472069,Ernesto GOMEZ VARGAS,A Look to Different Approaches for the Detection and Correction of Anomalous Propagation in Meteorological Radars for Its Application in Colombia,2018,India,International Journal of Applied Engineering Research,Research India Publications,09734562,,No Clasificado,No Clasificado
805,0000472069,Ernesto GOMEZ VARGAS,Detection and correction of anomal propagations in weather radars,2018,Colombia,Vínculos,Fondo De Publicaciones De La Universidad Distrital,1794211X,,No Clasificado,No Clasificado
806,0000472069,Ernesto GOMEZ VARGAS,Data mining and neural networks for the analysis of the correlation coefficient in C-band meteorological radars,2018,India,INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH,,09764259,,No Clasificado,No Clasificado
807,0000223301,Javier Guacaneme Moreno,Rural microgrids and its potential application in Colombia,2015,Inglaterra,Renewable and Sustainable Energy Reviews,PergamonElsevier Science Ltd,13640321,,Q1,No Clasificado
808,0000223301,Javier Guacaneme Moreno,La puesta a tierra segun el código eléctrico colombiano NTC2050,2001,Colombia,Ingeniería,Grupo Editorial Gaia,0121750X,,No Clasificado,No Clasificado
809,0000223301,Javier Guacaneme Moreno,Controlador difuso inteligente para un cargador de baterias de plomo-ácido,2003,Colombia,Ingeniería,Grupo Editorial Gaia,0121750X,,No Clasificado,No Clasificado
810,0000223301,Javier Guacaneme Moreno,Dynamic modeling of a Dual Active Bridge DC to DC converter with Average Current Control,2014,Estados Unidos,International Journal of Circuit Theory and Applications,"John Wiley  Sons, Inc",1097007X,,Q2,No Clasificado
811,0000223301,Javier Guacaneme Moreno,Reconfigurable control scheme for a PV microinverter working in both grid connected and island modes,2013,Estados Unidos,IEEE Transactions on Industrial Electronics,Institute of Electrical and Electronics Engineers,02780046,,Q1,No Clasificado
812,0000223301,Javier Guacaneme Moreno,"Diseño, modelado e implementación de inversor conectado a la red eléctrica a partir de fuentes renovables",2012,Colombia,Tecnura,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,0123921X,,No Clasificado,No Clasificado
813,0000223301,Javier Guacaneme Moreno,Diseño e implementación de unidades de conversión de energía eléctrica para uso en redes de generación a partir de fuentes no convencionales,2007,Colombia,Revista Científica,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,01242253,,No Clasificado,No Clasificado
814,0000223301,Javier Guacaneme Moreno,Generación híbrida de energía eléctrica como alternativa para zonas no interconectadas,2007,Colombia,Ingeniería,Grupo Editorial Gaia,0121750X,,No Clasificado,No Clasificado
815,0000223301,Javier Guacaneme Moreno,Recomendaciones para el diseño de circuitos impresos de potencia,2004,Colombia,Ingeniería,Grupo Editorial Gaia,0121750X,,No Clasificado,No Clasificado
816,0000322318,Johann Alexander HERNANDEZ MORA,"Regulations, policies and incentives as strategies for the adoption of distributed electricity generation in Latin America and the Caribbean",2015,Colombia,Energy Education Science and Technology Part A Energy Science and Research,Sila Science,1308772X,,No Clasificado,No Clasificado
817,0000322318,Johann Alexander HERNANDEZ MORA,"Regulations, policies and incentives as strategies for the adoption of distributed electricity generation in Latin America and the Caribbean",2015,Colombia,Energy Education Science and Technology Part A Energy Science and Research,Sila Science,1308772X,,No Clasificado,No Clasificado
818,0000322318,Johann Alexander HERNANDEZ MORA,Metodología de dimensionamiento de un sistema de respaldo energético basado en tecnología fotovoltaica,2015,Colombia,Tecnura,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,22487638,,No Clasificado,No Clasificado
